country,volatility
BRA,0.08607234341064296
CHL,0.09447586403629016
CHN,0.036901254195232956
COL,0.10065165596032209
CZE,0.09566900566922779
EGY,0.017509934399896763
HUN,0.11419045401459843
IDN,0.06261330101333121
IND,0.04111393595828677
MEX,0.1052541047181125
MYS,0.07734138871676935
PER,0.06645088661169807
POL,0.12336906897515798
THA,0.09433699850722296
TUR,0.029358888728605655
ZAF,0.09251362871271948
